<IANSI>,<FPEEL>,<EPSCU2>,<IOXIDHT>,<FAOX>,<FFRICR>,<FFRICX>,<FWHL>,<FAOUT>,<TCLMAX>,<FZORUP>,<LMCOL0>,<FCRDR>,<FGPOOL>,<FMOVE>,<VFCRCO>,<FACT>,<FGBYPA>,<XLFALS>,<FZGAPTOPLH>,<HTFB>,<ECM>,<IKCMOXIDE>,<HTSTAG>,<SCALH>,<TJBRN>,<TAUTO>,<FPRAT>,<FVPREV>,<FCSIVP>,<FCSHVP>,<FCS2MOO4>,<XGAPLH>,<FQUEN>,<EDG_OPERATE>,<EDG_FAIL>,<POWER_RECOV>,<AFW_RATE>,<WVSP>,<ECREPP>,<FHTPB>,<WWTDFW>,<IVI_FP_VOLRATE>,<DPRESS_DELAY>,<WPORV0>,<IVI_DELAY>,<ABBN>,<SPRAY_RATE>,<IVI_RATE>
6,1.0,0.1151583,0,1.324403,0.2750455,0.4237196,0.08951666,0.2326567,2390.299,0.8699015,52,0.1984184,0.8385809999999999,1.229971,0.41252209999999995,0.6191837,0,0.0370811,0.5500559,327.3871,0.7335307,1,938.2856,0.8705485999999999,1339.024,904.1101,-5,0.9590871,2.91784,1.0,0.6882312,0.000200642,0.48758329999999994,66.98748,8.15467,53.34279,26.812540000000002,0.2560289,0.5879800999999999,0.5606774,27.57736,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
3,0.1,0.11222830000000002,0,1.192477,0.6702104,0.36842790000000003,0.1464115,0.3212707,2355.981,0.7748909,49,0.16993339999999998,0.6448261,1.584435,0.26322080000000003,0.42733230000000005,1,0.05980046,0.4679696,255.1816,0.8665283000000001,1,779.878,1.045033,1008.732,1061.889,-4,0.8448398000000001,1.575346,0.1,0.6845404,6.17e-05,0.31265940000000003,46.99848,7.02118,48.07577,27.97505,0.1775871,0.24864389999999997,0.9031485,43.210570000000004,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
3,0.01,0.148025,0,1.105787,0.4012616,0.2665019,0.14404139999999999,0.3524705,2333.37,0.5867039000000001,53,0.1415535,0.8681120000000001,2.925352,0.410984,0.3824287,1,0.052016,0.45058240000000005,318.6873,0.7871209,0,1712.817,0.8135001999999999,1339.3029999999999,969.207,-5,1.547285,1.348938,0.1,0.7117147,0.000113301,0.1281268,50.29319,9.536642,63.32936,26.664179999999998,0.2455781,0.21866509999999997,0.8508855,30.892740000000003,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
2,0.1,0.16335410000000003,0,1.5811030000000001,0.5225436999999999,0.3759769,0.1246655,0.4209854,2550.448,0.7060857,53,0.05124627,0.8144003000000001,4.460351999999999,0.4346196,0.5947888000000001,1,0.05127759,0.6192914,309.5391,0.8097168,1,1646.665,0.9174992000000001,1480.4189999999999,1070.338,-5,1.565549,1.249676,0.1,0.6859678000000001,1.5399999999999998e-05,0.391382,63.107380000000006,8.178935000000001,51.50128,36.30325,0.07996392,0.8601363000000001,0.5644342,36.75493,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
5,0.1,0.2100031,2,1.434508,0.2448361,0.39508990000000005,0.1129183,0.43513320000000005,2534.927,0.5829694999999999,52,0.1011491,0.6192395,2.210486,0.31463800000000003,0.18405020000000002,0,0.04786688,0.46628339999999996,171.766,0.7773706,1,1731.5079999999998,0.9682445,1462.8370000000002,990.5658,-6,1.513189,1.277105,0.1,0.6936023,0.000148065,0.354512,67.13645,5.341404,62.003780000000006,32.38527,0.16663029999999998,0.6230217,0.41524459999999996,22.427139999999998,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
3,0.1,0.21417979999999998,1,1.416434,0.5161560000000001,0.3104364,0.11528050000000001,0.3210666,2561.092,0.6080892,49,0.1266985,0.8554193000000001,1.6866869999999998,0.09083699,0.14436310000000002,1,0.03237462,0.5435355,127.194,0.8907639999999999,1,1070.633,0.9846004,1353.119,982.1304,-4,0.79682,1.7672279999999998,1.0,0.7002328,0.000116179,0.10748900000000002,62.41463,9.029814,40.80867,37.31354,0.263475,0.07145819,0.5559526,25.35073,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
5,0.1,0.164675,2,1.309884,0.2814884,0.27852259999999995,0.07207077,0.43553050000000004,2453.264,0.6948285,52,0.05632349,0.9076169,1.6045690000000001,0.3201702,0.3031031,1,0.04302242,0.5905598000000001,189.4501,0.7083286999999999,0,1260.518,1.08251,1309.722,951.5775,-5,0.9796125,1.779382,0.01,0.7144204000000001,0.00018054,0.4429949,67.98318,7.048558,33.99374,25.03655,0.1578485,0.2043897,0.43200779999999994,47.711690000000004,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
1,0.01,0.23620389999999997,0,1.38976,0.11642260000000001,0.34709229999999996,0.1538471,0.3613091,2596.783,0.3573901,51,0.23233539999999997,0.8201261999999999,1.4426889999999999,0.1687621,0.6943755,1,0.0478182,0.5385619,235.748,0.8449134,0,1012.232,0.9266598,1205.256,1055.701,-4,1.134528,1.036909,1.0,0.7035279000000001,0.000104489,0.7642698,43.71499,11.35463,63.14577,39.09981,0.3244683,0.5059673,0.7435510000000001,35.39687,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
6,0.1,0.10314569999999999,0,1.2926790000000001,0.6049023,0.4331844,0.10844589999999998,0.2897507,2287.12,0.41892820000000003,49,0.1179349,0.6438298000000001,3.5872300000000004,0.1457164,0.1068451,0,0.07771474,0.5566698,392.9523,0.7604321999999999,0,1115.8310000000001,0.9758893,1548.04,906.6885,-4,0.6654108,2.259331,0.1,0.6956224,8.53e-05,0.1960942,43.45399999999999,8.064547,69.04677,36.80867,0.1374514,0.6908726,0.8814409,17.9181,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
5,0.01,0.1536622,1,1.588625,0.4450999,0.3188597,0.1026483,0.3645182,2627.6279999999997,0.3818737,54,0.1780775,0.7195855999999999,2.333694,0.3272981,0.49027259999999995,1,0.03560467,0.47703260000000003,333.7801,0.8332661,1,883.2964,1.0554940000000002,1762.1429999999998,980.0472,-6,0.7027892,2.38694,1.0,0.7344387,5.6200000000000004e-05,0.2959963,31.494840000000003,10.256210000000001,58.3596,23.180229999999998,0.2338189,0.9235639999999999,0.8091214,43.87017,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
5,0.01,0.1023457,1,1.336077,0.48375559999999995,0.2602696,0.1275518,0.25104770000000004,2487.356,0.8305461,54,0.169034,0.9706336,2.9900700000000002,0.400882,0.35809040000000003,1,0.04845467,0.4350901,313.2426,0.7927175999999999,0,435.6966,0.946866,1652.4289999999999,1140.857,-6,1.239368,1.145849,0.1,0.7355186,2.8899999999999998e-05,0.6371589,51.81643,6.186772,48.41382,19.2825,0.28216090000000005,0.7303973000000001,0.7626638000000001,36.86869,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
3,0.1,0.1591756,0,1.189786,0.41130200000000006,0.2911429,0.1284759,0.3945287,2504.5460000000003,0.6936348000000001,48,0.16932039999999998,0.8857050999999999,3.3147260000000003,0.32278640000000003,0.4084266,0,0.05014502,0.45827340000000005,289.4116,0.8962353000000001,1,734.4604,1.0089190000000001,1253.56,1062.715,-6,0.4415943,0.9839609,0.1,0.6766928000000001,5.2900000000000005e-05,0.7698824000000001,62.56899,6.470708,67.24384,43.23856,0.2025142,0.4005886,0.48893770000000003,49.434670000000004,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
6,0.1,0.3263532,2,1.138124,0.4917867,0.341524,0.1313775,0.43803279999999994,2553.448,0.8137214,51,0.05026174,0.9368501,2.710686,0.2862888,0.6486738000000001,0,0.06992434,0.4801036,185.8763,0.8294311,1,1119.54,1.08984,1349.076,1123.579,-5,0.6817375,3.123183,1.0,0.7005007,1.55e-06,0.1671206,45.06947,7.441421000000001,45.73657,32.80296,0.33410609999999996,0.4018693,0.4629416,39.836079999999995,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
2,1.0,0.3116618,0,1.588769,0.8437724,0.2773993,0.17467829999999998,0.24477470000000004,2393.464,0.9184690000000001,48,0.02389665,0.7764270999999999,2.415101,0.244865,0.5330198,0,0.05631838,0.5403488000000001,346.2928,0.9533069,1,1028.192,1.0860459999999998,1595.954,854.5208,-6,1.036961,0.3085946,0.01,0.6737843000000001,0.000165843,0.29682600000000003,50.105540000000005,6.260601,61.09024,39.32114,0.2713521,0.41586069999999997,0.6130363,31.43008,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
2,0.1,0.19623210000000002,1,1.310808,0.714486,0.26155300000000004,0.1355125,0.40190820000000005,2291.071,0.6253263000000001,50,0.04138736,0.8065397,1.8958979999999999,0.3109986,0.46980600000000006,0,0.01012839,0.47483739999999997,150.142,0.9125687,1,1619.904,1.030041,1201.765,1023.459,-4,0.8691701999999999,1.6787,1.0,0.6986372,3.570000000000001e-05,0.7306939,68.4669,7.76468,71.62132,26.54297,0.3076192,0.1741021,0.8803814,45.99072,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
3,0.01,0.1793638,0,1.224979,0.255231,0.2510152,0.15708270000000002,0.4647894,2432.1479999999997,0.4342576,54,0.1023337,0.8038774999999999,1.943008,0.2005605,0.4431814,0,0.01694703,0.5283111,239.9681,0.8037201999999999,1,1131.589,1.110219,1208.8980000000001,1032.42,-5,0.7915097,2.523937,1.0,0.7083195,8.540000000000002e-05,0.2569482,57.49561,4.073359,38.29027,24.25355,0.29010009999999997,0.6607468000000001,0.7676212,22.538220000000003,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
3,0.01,0.08445631,0,1.6567169999999998,0.5636414000000001,0.27876259999999997,0.118149,0.2085011,2441.154,0.7836834,54,0.19469389999999998,0.6395794,1.785278,0.2887763,0.35842340000000006,0,0.03335832,0.42874350000000006,247.1876,0.7725004,1,643.9249,0.8758556000000001,1192.088,887.2467,-6,0.9772164000000001,2.4295240000000002,0.01,0.6949966999999999,0.000101164,0.16977479999999998,66.01503000000001,8.095494,33.793820000000004,38.8631,0.3108975,0.991778,0.5885826999999999,34.55503,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
