<IANSI>,<FPEEL>,<EPSCU2>,<IOXIDHT>,<FAOX>,<FFRICR>,<FFRICX>,<FWHL>,<FAOUT>,<TCLMAX>,<FZORUP>,<LMCOL0>,<FCRDR>,<FGPOOL>,<FMOVE>,<VFCRCO>,<FACT>,<FGBYPA>,<XLFALS>,<FZGAPTOPLH>,<HTFB>,<ECM>,<IKCMOXIDE>,<HTSTAG>,<SCALH>,<TJBRN>,<TAUTO>,<FPRAT>,<FVPREV>,<FCSIVP>,<FCSHVP>,<FCS2MOO4>,<XGAPLH>,<FQUEN>,<EDG_OPERATE>,<EDG_FAIL>,<POWER_RECOV>,<AFW_RATE>,<WVSP>,<ECREPP>,<FHTPB>,<WWTDFW>,<IVI_FP_VOLRATE>,<DPRESS_DELAY>,<WPORV0>,<IVI_DELAY>,<ABBN>,<SPRAY_RATE>,<IVI_RATE>
6,1.0,0.1964376,0,1.488106,0.4634904,0.3279371,0.105582,0.337055,2478.841,0.5098583999999999,52,0.20265160000000002,0.8234937,1.1648690000000002,0.2418071,0.2772562,0,0.04498881,0.4348501,221.9951,0.7896199,1,1222.913,0.8938716,1192.388,1020.8839999999999,-4,1.3356370000000002,2.7278860000000003,0.1,0.722338,7.09e-05,0.3942466,48.33003,10.875810000000001,52.0787,34.73814,0.23881710000000003,0.38159829999999995,0.7065553000000001,45.04503,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
6,1.0,0.19409790000000002,2,1.217881,0.2274034,0.2952166,0.1250722,0.43539520000000004,2331.976,0.3868953,48,0.1539796,0.8078116,2.096367,0.2591819,0.5241399,0,0.05654483,0.4573272,319.5764,0.7898589,0,2020.7879999999998,0.9353524,1627.24,1198.4569999999999,-5,1.408359,1.8630950000000002,1.0,0.7028425,0.000135569,0.45650470000000004,46.96985,6.653534,57.58818,34.07516,0.2278099,0.6701543000000001,0.9127165999999999,21.17701,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
4,1.0,0.26472470000000003,0,1.4139,0.4221929,0.260455,0.1061618,0.3477995,2501.985,0.2555145,54,0.07176,0.6352161999999999,3.989497,0.3659462,0.5863352,1,0.05799341,0.371684,209.2291,0.7996641999999999,0,1530.1470000000002,0.9924699,1461.161,1050.61,-4,1.18137,2.661684,0.01,0.6827281999999999,0.000134041,0.04970962,55.660059999999994,9.404778,52.15184,37.708659999999995,0.2117853,0.9013201999999999,0.5214687,40.10604,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
2,1.0,0.1618779,1,1.527234,0.3180844,0.33117870000000005,0.08129913,0.2653036,2380.281,0.6235069000000001,53,0.09438348,0.7013897,2.193894,0.401473,0.306479,1,0.07356401,0.4222741,329.9572,0.8348677999999999,0,1572.154,0.9595450000000001,1229.174,930.4031,-5,1.062287,2.311036,0.01,0.7138658,0.00011099200000000001,0.12770499999999999,69.48876,5.291167,42.377959999999995,40.91561,0.16179010000000002,0.6603131999999999,0.8006171,44.920840000000005,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
1,0.1,0.23772379999999999,1,1.230055,0.6059797,0.3519432,0.143906,0.35375700000000004,2481.894,0.6569009,51,0.15079949999999998,0.8034413,2.45033,0.32085779999999997,0.5455366999999999,0,0.03600075,0.4149923,285.6934,0.8253086,1,805.9774,1.005634,1467.905,987.678,-5,0.8962040000000001,2.4867470000000003,0.01,0.7013651,3.8799999999999994e-05,0.7514181,62.456540000000004,8.495026,61.13375,37.43379,0.33861030000000003,0.2986408,0.5831824999999999,43.56755,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
6,1.0,0.14238,0,1.244261,0.49889520000000004,0.2799616,0.1354651,0.244187,2435.665,0.4885115,48,0.08496265,0.8534589,3.6013870000000003,0.22434690000000002,0.5615318,0,0.06149014,0.4401568,263.2891,0.8352506,1,679.1134,1.017093,1261.265,975.8757,-4,0.37897329999999996,1.5321200000000001,0.1,0.696454,0.000172045,0.7610299,62.6165,8.371724,70.39482,33.79233,0.14388520000000002,0.7626184,0.5796150999999999,43.18325,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
5,0.01,0.14891410000000002,1,1.080165,0.7223845999999999,0.3025618,0.1166316,0.3244994,2406.008,0.4762276,53,0.1484838,0.6029164,2.078233,0.30771740000000003,0.6550204000000001,0,0.03866759,0.5790991999999999,168.8797,0.7887888000000001,0,1416.361,0.9520263000000001,1262.815,913.3676,-4,1.022909,1.224102,0.01,0.7122566,0.000138155,0.37519450000000004,46.82043,9.93629,64.3718,28.55955,0.11773650000000001,0.5832103,0.18408010000000002,31.610940000000003,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
5,0.01,0.1708819,2,1.304949,0.9327620999999999,0.36811679999999997,0.1160154,0.19284579999999998,2372.022,0.3756237,51,0.144441,0.8021385,2.247889,0.1262555,0.8682163,1,0.04833206,0.6196703,237.8942,0.7367321,1,948.535,1.0028219999999999,1460.0279999999998,959.3882,-4,1.168158,3.4826879999999996,0.01,0.671506,0.000129245,0.3773821,79.2664,7.885913,51.10902,32.43634,0.22988089999999997,0.3494546,0.5261503000000001,39.726490000000005,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
4,1.0,0.1900088,0,1.379327,0.2582983,0.3611926,0.08031606,0.38381940000000003,2336.092,0.3610688,51,0.1738346,0.7551219,2.570719,0.29237959999999996,0.7305714,1,0.01378591,0.6933063,202.4337,0.7680302,1,694.7435,0.9818723,1125.2830000000001,845.7619,-4,1.290206,3.106071,1.0,0.7258928000000001,4.22e-05,0.09819298,54.74083,8.361015,52.7716,40.090309999999995,0.09798068,0.8721591999999999,0.208521,21.8747,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
6,0.01,0.24120300000000003,0,1.47561,0.5274392,0.41309049999999997,0.1150653,0.44684070000000004,2424.39,0.6310768,53,0.1334634,0.848241,2.9561,0.05848802,0.5098882,0,0.03720776,0.44558869999999995,198.1366,0.9052150999999999,0,1209.438,0.9024810999999999,1166.431,1044.546,-5,1.122857,2.452666,1.0,0.7151042,0.000107232,0.8344731,45.186859999999996,9.111932000000001,64.35840999999999,30.550959999999996,0.3299007,0.7621415,0.7393466999999999,34.80223,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
6,1.0,0.2974186,0,1.845716,0.3044185,0.29872550000000003,0.09763704,0.2685232,2413.669,0.7099106,53,0.120119,0.8610552,2.105412,0.43120569999999997,0.6342376000000001,0,0.01686522,0.5445196999999999,238.1723,0.9446608,1,754.6912,1.1052030000000002,1251.4289999999999,1035.912,-6,1.194109,2.024553,1.0,0.7174056999999999,0.000105429,0.1932295,77.66766,10.972719999999999,48.56825,33.38414,0.165509,0.7985899999999999,0.6419220999999999,29.8123,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
3,0.1,0.25516639999999996,0,1.3869559999999999,0.4844726,0.35268940000000004,0.1096723,0.411566,2444.147,0.6799048000000001,48,0.22971420000000004,0.7862423000000001,2.817507,0.2697197,0.29299640000000005,0,0.05470479,0.4249803,255.3698,0.8891776,1,1293.3,1.038092,1347.33,1015.168,-5,1.682755,3.713629,1.0,0.7150270000000001,7.159999999999999e-05,0.5940791,69.57961,8.22833,54.07793,29.02324,0.2949525,0.9663161,0.9144969000000001,22.30742,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
6,0.01,0.1655841,1,1.1930319999999999,0.1169942,0.33044840000000003,0.1333685,0.42026640000000004,2509.118,0.9653053,50,0.1340666,0.5262628,2.537825,0.3743514,0.4216272,0,0.03723031,0.6031368,265.3922,0.8776352,0,1490.0839999999998,1.049885,1002.0880000000001,924.9995,-6,0.6533793000000001,0.7920769,0.1,0.6949753000000001,0.000157949,0.5790024,34.26742,5.181939,52.67635,28.48685,0.24478339999999998,0.4846422,0.647933,26.78773,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
4,1.0,0.1688449,2,1.68408,0.6019386,0.3027474,0.11449749999999999,0.4528397,2527.3520000000003,0.7570439999999999,48,0.1222212,0.8042979,3.6708089999999998,0.4107567,0.4983117,1,0.05112636,0.5580364000000001,229.1315,0.9592969000000001,1,1557.9070000000002,1.009128,1146.902,1008.61,-4,0.9629976999999998,2.230414,0.01,0.7255635,0.000186107,0.7683069,41.86312,5.610762,67.7496,33.66515,0.2476464,0.3366538,0.6616947,18.658820000000002,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
1,1.0,0.2871165,2,1.41324,0.35608090000000003,0.30333530000000003,0.13185970000000002,0.3343094,2544.2889999999998,0.9450159,48,0.1173497,0.8800157,3.421475,0.2752485,0.5495903,1,0.09513626,0.47993909999999995,205.9777,0.8356296,0,797.3514,1.093628,1455.279,1125.505,-5,1.439497,3.1800889999999997,1.0,0.7218796999999999,2.54e-05,0.5195597,74.05198,9.129228999999999,51.26944,30.33138,0.16638540000000002,0.4222251,0.4490467000000001,35.86258,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
3,0.1,0.251335,0,1.380391,0.48501530000000004,0.35565979999999997,0.1135594,0.4324955,2473.595,0.8062571,50,0.08923231,0.5712859,1.531958,0.42455109999999996,0.640756,0,0.04781183,0.41535259999999996,271.0678,0.7232235,0,581.8669,0.9729051999999999,1279.384,1025.943,-5,0.9169364999999999,2.254471,0.1,0.7171807,0.00011309200000000001,0.2955817,60.66426,8.105438000000001,62.118430000000004,37.8487,0.2450961,0.0062785969999999995,0.4828867,40.51018,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
5,0.01,0.11511889999999998,2,1.213883,0.5648953,0.2796478,0.07573676,0.2625073,2282.981,0.5305798,54,0.1017216,0.6182805,1.063292,0.34460630000000003,0.6262151,1,0.07016214,0.43576149999999997,278.4879,0.8686988000000001,0,1329.31,1.034646,1053.857,984.8872,-5,0.36544990000000005,1.7727849999999998,0.1,0.7089545,0.000148967,0.3744763,57.65315,7.040058999999999,57.975030000000004,31.258879999999998,0.27669699999999997,0.7866860999999999,0.9780386999999999,50.82336,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
4,0.1,0.15321600000000002,1,1.227438,0.3261038,0.33613350000000003,0.08868854,0.4008114,2398.302,0.6512591999999999,54,0.1896116,0.7094887,2.19942,0.3933222,0.5419976,1,0.06470692,0.3524394,213.1202,0.7969586999999999,1,1177.139,0.9841915000000001,1614.174,1051.478,-4,0.9194378000000001,3.167987,0.1,0.7197762,1.47e-05,0.01476686,63.913759999999996,9.24103,47.63725,32.02491,0.23817449999999998,0.9887309999999999,0.6285378,47.09265,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
4,0.1,0.24812710000000002,1,1.42979,0.4150702,0.29532309999999995,0.07384866,0.1443603,2419.126,0.269368,51,0.17566410000000002,0.8947212,1.8598430000000001,0.3894715,0.6714438,0,0.06231061,0.3538519,241.3922,0.9002498,1,700.6389999999999,0.9124269,995.0344,1112.421,-4,0.8872426999999999,1.049875,0.1,0.7192681,0.000194083,0.1618496,61.99762,7.560178,62.59723,44.11679,0.3105485,0.9105530000000001,0.35267329999999997,37.032790000000006,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
6,0.1,0.21768710000000002,2,1.531879,0.3903586,0.3141415,0.08937028,0.4689679,2402.868,0.5610052,48,0.1112137,0.8289661,3.166586,0.3598735,0.19869460000000003,0,0.04201742,0.4369741,149.8773,0.8050545,0,1220.469,0.9482130999999999,1041.947,939.2106,-5,1.317621,2.695415,1.0,0.6933729999999999,0.000117921,0.18148910000000001,57.12248,9.051125,54.27275,31.024959999999997,0.19608520000000002,0.05889503,0.8968219999999999,26.897740000000002,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
3,0.1,0.16317620000000002,1,1.211366,0.48562429999999995,0.2896061,0.133864,0.37112890000000004,2494.515,0.5652409,53,0.09782754,0.7511621999999999,1.7112029999999998,0.4463561,0.447877,0,0.03856192,0.6740459,158.9469,0.7741584,1,2028.53,0.8649957,1470.85,1060.461,-4,1.029457,1.8264259999999999,0.01,0.7137903,8.57e-05,0.7149227,41.82871,7.577284,56.05166,32.449909999999996,0.1923279,0.08143529,0.561161,41.76872,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
3,0.1,0.06636182,0,1.287428,0.745839,0.33926880000000004,0.1180558,0.2760446,2533.937,0.3167199,49,0.1828592,0.8616099,2.227168,0.22619389999999998,0.3338433,0,0.04766306,0.5208089,270.2648,0.7908558000000001,0,1052.618,1.0279040000000002,1189.89,909.9939999999999,-5,1.118192,2.802384,1.0,0.7178922,8.52e-05,0.43963100000000005,53.63078,7.750008,72.22334000000001,37.732409999999994,0.23472590000000002,0.4756729,0.5889519,23.7014,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
1,0.1,0.1191471,0,1.5004520000000001,0.6851233,0.3782803,0.1563763,0.4693054,2417.847,0.2860994,51,0.15489979999999998,0.7866286,3.088869,0.1844245,0.6357099,0,0.07725362,0.5444300999999999,264.4915,0.8303744000000001,1,1043.442,1.028182,1419.21,1036.367,-4,0.7979273,0.568533,0.1,0.7047711999999999,9.279999999999999e-05,0.33077670000000003,60.77575,4.768641000000001,23.77523,37.35965,0.15171089999999998,0.5396209,0.3854897,48.98114,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
4,0.01,0.1253799,2,1.197964,0.2185786,0.36598159999999996,0.1446172,0.3191932,2582.077,0.7944928000000001,53,0.1831329,0.7472491,1.9608990000000002,0.30842090000000005,0.5467024,0,0.02466894,0.45079440000000004,347.6408,0.8414881,0,1787.521,1.0139,1458.8370000000002,1095.508,-5,1.17642,4.308242,1.0,0.7212861999999999,2.6000000000000002e-05,0.149803,54.193780000000004,5.992907,67.64594,25.58295,0.135278,0.28807209999999994,0.3957325,50.75633,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
4,0.01,0.2243769,0,1.0534299999999999,0.13632320000000003,0.35300440000000005,0.16523800000000002,0.2641055,2320.982,0.49946579999999996,53,0.18166279999999999,0.6472021,2.53441,0.32217740000000006,0.8038285,0,0.03590619999999999,0.504041,299.0166,0.8464370999999999,1,1278.4,0.8026949000000001,1433.2479999999998,938.9799,-5,1.427079,0.3997088,1.0,0.7093600999999999,6.809999999999999e-05,0.33556240000000004,64.59456999999999,8.731071,38.97181,39.28513,0.14127820000000002,0.8441675999999999,0.7416946999999999,25.77111,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
3,1.0,0.27175820000000006,1,1.469208,0.2610383,0.41628119999999996,0.17369679999999998,0.1596655,2320.0,0.1901859,53,0.09715900000000001,0.723096,1.194274,0.1870973,0.4810782,0,0.09351015,0.5914847,299.5819,0.836183,1,726.2409,1.084937,1062.788,1045.115,-4,1.708635,1.5240479999999998,0.1,0.7275596999999999,9.74e-06,0.6572824,57.33821,7.873823,27.78163,45.85185,0.1569725,0.5125197,0.1435391,33.39962,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
1,1.0,0.03721271,2,1.036114,0.2831816,0.3154032,0.1536846,0.3660491,2519.479,0.5749307,48,0.1595422,0.6905704,1.696957,0.2989599,0.409934,1,0.04619501,0.3019428,301.2081,0.8945091000000001,0,1421.2879999999998,1.039332,1412.109,1077.329,-5,0.7679183,2.7664619999999998,0.01,0.6915051,9.84e-05,0.6702376,68.18014000000001,6.235816000000001,40.714209999999994,27.56778,0.1380511,0.1939223,0.7184096,34.977709999999995,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
2,1.0,0.1664094,0,1.7887819999999999,0.5775859999999999,0.2830272,0.1249839,0.30594570000000004,2540.305,0.5527685999999999,53,0.04665829,0.8188549,1.948161,0.125077,0.4165420999999999,1,0.05314601,0.4601948,225.3326,0.9018915999999999,0,1408.098,1.0218610000000001,1560.154,1067.233,-4,1.033823,3.852314,1.0,0.6962038,0.000192258,0.10936969999999999,48.258559999999996,8.405544,62.5589,27.98283,0.13681429999999997,0.9861991,0.5037087,28.564909999999998,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
3,0.1,0.1973761,0,1.154199,0.1225045,0.31438119999999997,0.08472510000000001,0.39081750000000004,2524.377,0.08816659,49,0.18482420000000002,0.7702469,1.8435990000000002,0.26650640000000003,0.5249043999999999,1,0.028455,0.5555186,195.109,0.9183650999999999,1,1066.491,0.9557121999999999,1191.661,772.8710000000001,-6,0.6366261999999999,3.252068,1.0,0.7426286,0.00013801,0.4879268,61.89679,5.766732,65.33154,35.69579,0.2892384,0.3373255,0.7821153000000001,39.12661,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
6,0.01,0.19184379999999998,2,1.013735,0.7084961,0.3201263,0.1346894,0.3115062,2411.616,0.5982065,48,0.154619,0.6626989000000001,2.873132,0.10130850000000001,0.1931071,1,0.07340933,0.5147491,277.6277,0.8995745,0,1540.622,0.9168845999999999,1294.535,997.0156,-5,1.410097,2.770619,0.01,0.7167762,0.000126203,0.4557975,64.09183,8.357833,48.86011,20.355999999999998,0.1802388,0.06827917,0.5633636,18.1375,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
5,0.01,0.12933630000000002,1,1.4090200000000002,0.2250091,0.27839990000000003,0.143099,0.2596393,2450.863,0.7273582,50,0.1166471,0.8906049000000001,1.675684,0.24651309999999999,0.4213299,1,0.03793332,0.48243500000000006,204.8543,0.875635,0,1617.057,1.029166,1601.185,1040.367,-5,1.437782,1.777084,0.01,0.6929204999999999,0.00016973900000000002,0.1414829,49.48024,7.029375999999999,51.35386,22.21268,0.07154243,0.5630255,0.9379127,25.789920000000002,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
2,0.1,0.2289915,0,1.43489,0.2113946,0.2850594,0.1007773,0.39645759999999997,2590.029,0.4515491,50,0.10926269999999999,0.8256800999999999,1.267324,0.3099228,0.5597733,1,0.04471325,0.6125455,287.8456,0.7357157,0,1206.855,0.9461424,1231.0839999999998,891.4078,-6,1.0545799999999999,3.125612,0.1,0.727282,9.570000000000001e-05,0.3908812,59.527280000000005,9.633522,73.43543000000001,29.994159999999997,0.1383188,0.9296771999999999,0.4119456,24.039260000000002,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
3,1.0,0.19619620000000002,2,1.277183,0.6900339,0.2739742,0.1315424,0.2247643,2361.466,0.551658,53,0.1460972,0.7834313,2.7000040000000003,0.2069416,0.7017573,0,0.05139722,0.593418,385.2983,0.8615514000000001,0,1816.326,1.10185,943.7697,1089.497,-6,1.171556,2.7399310000000003,0.01,0.7236429,4.4200000000000004e-05,0.5588251999999999,58.02522,9.15669,48.9788,25.52848,0.2068315,0.9947332,0.6760738000000001,40.301429999999996,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
2,0.01,0.1761549,1,1.707326,0.5958810999999999,0.4071134,0.1104567,0.4306899,2420.177,0.6741720999999999,54,0.21141639999999998,0.7438234,2.733925,0.2341195,0.31034709999999993,0,0.06228612,0.4475058,295.9775,0.7266851,0,2064.4610000000002,0.9775521,1216.951,1018.378,-5,0.8457859000000001,1.742784,0.1,0.7069491999999999,9.77e-05,0.1517436,58.24318,7.324863000000001,59.783269999999995,34.96518,0.24284699999999998,0.8892674999999999,0.5225936999999999,39.137229999999995,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
2,0.01,0.1344808,0,1.728087,0.5201547000000001,0.3310801,0.15098810000000001,0.355102,2539.087,0.7481125,53,0.20583179999999998,0.6575134,3.5897010000000003,0.21178870000000002,0.2752529,1,0.06646112,0.6003626999999999,231.4746,0.7823783000000001,1,2116.241,0.945541,1376.0529999999999,931.5266,-5,0.5725412,2.165829,1.0,0.6945729,0.00017225,0.5593648,51.7905,7.526161,47.69192,32.36272,0.22601970000000002,0.9382678,0.833441,29.766070000000003,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
1,1.0,0.24420860000000003,1,1.689616,0.699333,0.3496557,0.14861649999999998,0.3590842,2402.791,0.5403110999999999,51,0.196741,0.8414780000000001,3.7587050000000004,0.2981432,0.7823201,1,0.02992779,0.5531862,324.8317,0.9069961,0,998.2791,0.998726,1158.385,1141.612,-6,1.550481,3.5753230000000005,0.1,0.6867309,3.74e-05,0.6484504,72.76347,7.717942,30.846940000000004,25.242910000000002,0.3276374,0.04645915,0.8016819000000001,35.85263,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
6,0.01,0.0141235,2,1.0584200000000001,0.5216929,0.3026665,0.1288289,0.2437937,2479.062,0.6118793,54,0.04520871,0.8299173000000001,3.070096,0.3219993,0.7917861999999999,0,0.06884714,0.5545099,312.2712,0.8641573,1,1077.114,1.005675,1093.1689999999999,1070.993,-5,0.7089438,0.9248129,1.0,0.7188336999999999,0.000164908,0.4093781,62.09834,8.412459,44.735209999999995,31.41801,0.1898911,0.8875309000000001,0.7928644,35.8225,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
3,0.01,0.1783188,0,1.311885,0.6299376,0.31519790000000003,0.0900922,0.432733,2443.521,0.7140865,54,0.1433948,0.8210040000000001,2.268553,0.2770019,0.5295306,1,0.04286385,0.5637221,145.2414,0.7372611,1,2294.794,1.0542479999999999,1597.864,942.6577,-6,1.380426,2.379726,0.1,0.7285458,6.23e-05,0.1993017,65.13959,8.409498,70.90472,34.82315,0.18936779999999998,0.14145429999999998,0.9927655000000001,40.809540000000005,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
5,0.1,0.172959,0,1.395996,0.7683087,0.3152704,0.09657647,0.32381170000000004,2285.9339999999997,0.5453640000000001,53,0.05535980000000001,0.7692818,2.350852,0.38102600000000003,0.6568488,1,0.04458519,0.4733115,276.4507,0.7978651,0,1164.411,0.9531936,1144.032,945.202,-4,1.8295310000000002,2.717489,0.1,0.7306090999999999,0.000140054,0.5471353,52.814659999999996,7.624637,46.40996,29.606409999999997,0.16739379999999998,0.38793779999999994,0.23569179999999998,25.64871,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
6,1.0,0.2409732,2,1.145368,0.42180920000000005,0.2914887,0.13828929999999998,0.3181315,2460.9629999999997,0.6115236,48,0.10899,0.8265290000000001,3.274471,0.3950788,0.3669167,1,0.08027647,0.3549784,196.4463,0.8683129999999999,1,1399.5439999999999,1.079475,1090.185,1096.17,-5,1.0118850000000001,0.6301140000000001,1.0,0.7289821,0.000251088,0.32629559999999996,58.61229,8.607583,47.558040000000005,23.9091,0.1169262,0.7853208,0.7527435,23.61465,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
2,0.1,0.16910379999999997,0,1.6297549999999998,0.4656245,0.3715025,0.108802,0.3846417,2449.694,0.4943018,49,0.11750230000000002,0.8207985000000001,3.811042,0.30776440000000005,0.3352024,1,0.04902103,0.494255,195.2599,0.7846342,0,1990.976,0.8664453999999999,1089.829,1090.514,-4,0.38264879999999996,2.632672,1.0,0.7093824000000001,2.8300000000000003e-05,0.5965183000000001,59.44495,8.801308,37.66272,34.02813,0.1983282,0.3679402,0.5277274000000001,39.456509999999994,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
4,0.01,0.1261638,2,1.1913049999999998,0.6504369000000001,0.3637488,0.060725,0.320263,2499.425,0.8229931999999999,48,0.2014469,0.7158376999999999,2.295522,0.4573058,0.6899823,0,0.04358337,0.5962130999999999,245.3618,0.8770823,1,1594.4170000000001,0.9465058000000001,1185.5639999999999,1037.4,-5,1.193011,3.1107970000000003,0.01,0.7005771,0.000105053,0.32471700000000003,77.6134,5.866221,60.04361,40.61822,0.1681362,0.7715734999999999,0.6531578,26.8365,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
1,0.1,0.19768070000000001,1,1.291079,0.3707729,0.34824479999999997,0.1220675,0.44204920000000003,2656.013,0.11073730000000001,48,0.1246326,0.6426594,2.235838,0.26281059999999995,0.2765333,1,0.07186874,0.43138640000000006,364.4734,0.8256822,1,1472.1329999999998,1.093372,1228.954,914.8005,-4,1.5717,4.479512000000001,0.01,0.7027703000000001,2.8699999999999996e-05,0.25055259999999996,41.94918,8.83238,45.32864,25.3664,0.1521181,0.5922050999999999,0.7611876999999999,35.62129,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
5,0.01,0.2879485,1,1.459328,0.3563329,0.28408,0.12145839999999998,0.40165359999999994,2393.1929999999998,0.5439681,53,0.1722196,0.7605781999999999,3.012485,0.34472729999999996,0.6215245,0,0.02118045,0.38174020000000003,329.7742,0.9029555,0,2106.393,1.128276,1435.799,1034.13,-5,0.4797723,1.119821,0.01,0.6993269,5.9e-05,0.1684668,60.64663,9.257012,45.56162,35.90579,0.3146408,0.7436661,0.6574247,35.87899,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
3,1.0,0.04179175,1,1.178544,0.4202157999999999,0.28572459999999994,0.1590766,0.29833200000000004,2598.217,0.5956081999999999,53,0.12177260000000001,0.9065818000000001,1.397569,0.2955463,0.6308130999999999,1,0.06314264,0.5707911999999999,247.393,0.7668318000000001,1,1645.66,0.8776986999999999,1105.079,1031.7169999999999,-5,1.7537369999999999,3.521028,1.0,0.7212349,1.95e-05,0.3228776,56.91352,9.520519,43.5638,33.7441,0.357406,0.49163,0.7645424,26.59351,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
6,1.0,0.2221101,1,1.328159,0.15501800000000002,0.30461209999999994,0.101491,0.39185,2459.908,0.6110729,54,0.12123769999999999,0.8964745000000001,2.240811,0.3522147,0.6220137,1,0.06361906,0.5164593,301.8429,0.7903445,1,1322.545,0.9450955,1570.6670000000001,939.8388,-5,0.903329,2.629369,0.1,0.7128024000000001,2.05e-05,0.464027,51.24998,9.590794,44.6039,35.85385,0.2311406,0.1002171,0.42533279999999996,37.80042,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
4,0.1,0.1697776,1,1.231774,0.40856090000000006,0.31537329999999997,0.1064441,0.2851765,2413.488,0.6899163,52,0.10603519999999998,0.8273813,1.8467639999999999,0.38656840000000003,0.5809333999999999,0,0.09409528,0.5432023,245.4587,0.744975,1,1059.03,0.9278011,1458.183,903.8639999999999,-4,0.8274433000000001,1.428273,1.0,0.7185720999999999,0.000131921,0.3781575,56.603359999999995,8.266171,39.74757,32.74051,0.19516570000000003,0.1372037,0.16273420000000002,21.06745,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
2,1.0,0.06839444,0,1.33168,0.4081498,0.336685,0.10690530000000001,0.44800290000000004,2539.308,0.5014967,49,0.1240235,0.7882670999999999,1.9137950000000001,0.32933670000000004,0.2800391,0,0.03782337,0.5563,399.3904,0.8389221,0,1336.773,1.188161,1181.394,1047.906,-4,0.6333448,2.859653,0.01,0.6718403000000001,9.76e-05,0.6873233,73.76392,8.871549,64.62349,37.76684,0.24488020000000002,0.07076495,0.6096423000000001,22.21528,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
5,0.1,0.127631,1,1.3956790000000001,0.4417205,0.4176833,0.12171320000000001,0.40914459999999997,2436.3,0.22459720000000002,51,0.07970102,0.9141473,2.247404,0.21935500000000002,0.7764929,0,0.02202799,0.5520275,139.8824,0.8566509,0,729.4021,0.975274,1328.588,926.2182,-6,0.4300544,1.7649029999999999,1.0,0.6922203,6.66e-06,0.796487,67.66795,10.63187,42.99445,32.3536,0.3061942,0.47844030000000004,0.8442860000000001,36.07581,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
5,1.0,0.21940860000000004,0,1.0240989999999999,0.3504111,0.2607313,0.17066979999999998,0.4946723,2322.243,0.3060402,48,0.16095220000000002,0.9454836999999999,3.5015970000000003,0.24255929999999998,0.17132529999999999,0,0.04114075,0.5516397,198.3763,0.8365461999999999,1,1191.141,1.107817,1677.174,960.4962,-6,0.9604065,2.601492,0.01,0.7019033,0.000130853,0.4885145,55.86055,8.731962,52.17577,39.93393,0.2045348,0.18362260000000002,0.4127449,23.892229999999998,0.02351667,1800,6.26,7200,0,0.2208,0.02351667
